Tweet,Sentiment
Anderson takes a toilet break. He's up Positive sets but doesn't really have the momentum. Murray finished Positivend set stronger.,0
Thursday's top stories including the latest in the lawsuit against Rolling Stone and Sabrina Erdely,0
"""On the auspicious day of Eid, may you be blessed with peace, prosperity and happiness. Eid Mubarak to all..!""",1
Apple Watch now works with August`s designer smart lock #charlesmilander,1
"""It may cost more, but the new @user Moto G is still a damn fine smartphone. Full review:",1
Saw straight out of Compton 3x this week. I can watch it again tomorrow and still be excited. Gain so much respect for Ice Cube,1
The only reason Dustin Johnson didn't play  well is because it's a Sunday.  Luckily for him the final round is on Monday.  #TheOpenPositiveNegativeNeutral5,1
"""Thompson, White Sox rally to edge Red Sox: Trayce Thompson was 3-for-4 with 3 RBI Tuesday night while li... #news""",1
Last night may have been my last Digi concert for a while. But I had an amazing night. Thank you for everything Digi. @user,1
Life is so difficult; especially when you need to decide to spend money on dorm stuff or if you want to buy chick-fil-a and dunkin tomorrow,0
If you go down to history books of islam you will see that nothing like Boko Haram fake jihad ever take place,-1
Fail: Philly Daily News with the Positivend worse possible Frank Gifford death photo v,-1
"""Good luck tomorrow to the Hawks v @user (A), Vikings v @user Positivends (A) &amp; Bears v @user (H) #GTH #UTB #Hawksfamily""",1
3rd attempt of the weekend to try and watch the Positivend Harry Potter #effort,0
Neutral bottle empi light and Positive bottles of SMB is enough to call it a night. For tomorrow is another day.,0
"""Two cans of Red Bull may give you x-ray vision, but five cans give you the ability to hear oxygen.""",1
As long as it's not Chris Evans standing in!!!!,1
"""Hey all!  Now that Selection Sunday has come and gone, the top 3Positive picks are seeded and ready for you to check out!...",1
It sucks we live in a world where Sharknado is about to start a 4th sequel but we can't get a Tron 3 or Dredd Positive.,-1
@user @user after hearing the 3-NeutralNeutral day news and another! Overtime the rest of the year! Plus Mexico in January!! I'm ready guys!!!,1
Kris Bryant may be one of my favorite ball players all-time when it's said and done.,1
You may be tempted to swim with this new waterproof Apple Watch case #apple,1
"""We're excited to have MYSA's support behind tomorrow night's game! First Neutral,NegativeNegativeNegative people in the doors get a mini soccer ball!""",1
Josh Hamilton the best Neutralst pitch player in baseball gets a slow hanging curveball down the middle &amp; just looks at it. Lol,0
"@user When it comes to gay rights, progressives pretty much stop at the border/Neutralst world (Russia, Italy lip service).""",0
David Beckham may play James Bond in the next NegativeNegative7 blockbuster,1
The Neutralst Black woman to ever host the Academy Awards was=>@WhoopiGoldberg! I want to be like her! #BlackHistoryMoment,1
Hisd is the only district that don\uPositiveNegativeNeutral9t got school tomorrow ii think .,0
"""Last night was #twEATup dinner at Bucci, tonight is  sister's bday dinner in Sunnybank, tomorrow is dinner at The Red Hen. #whatweightgain""",0
"""CNN amends debate criteria, Carly Fiorina may get in - CNN has modified its standards for who qualifies for the su...",0
"@user @user @user I so agree! You did awesome, Curtis :) I may hate Metatron, but I don't hate you. YOU ROCK!""",1
You lot may want to mute or unfollow for the next goodness knows how long this Apple event is going to last.  I fear a rant may come on.,0
My Bernie sanders buttons haven't come in the mail yet and I'm super stressed because I'm moving on Sunday.,0
From my recently viewed list I can see my Dad watched the entire Neutralst season of Gilmore Girls on Netflix yesterday #Dale,0
@user dear misguided Muslim brother Ahmadiyyat is True n beauty of Islam... May Allah Guide u to the right path @user,1
If my The Vamps exclusive @user album isn't ready for pick up today like it says I will riot! Been waiting since Dec 4 for it,0
@user may he forgot Israel isn't Syria or Afganistan. ..we will see if he beat  or he will be beaten hard,-1
MARCA: Ancelotti was all smiles this Thursday. Khedira has already trained twice with the team &amp; everything appears to be going to plan.,1
going to kms because I didn't check fantasy before thursday and left arian foster on my bench... he got Positive5 points,1
Terry vs Elton over the missed fair catch signal Saturday....now that was funny,1
"""83 Minutes"", major new book on the amazing life &amp; tragic death of Michael Jackson released on Sept NeutralNegative. @user @user @user",0
Video: Endorsing #Fender with the Kurt Cobain #jaguar #guitar going into a #mustang Minor 3rd setting (at...,0
@user Movie day and some of Grammy\uPositiveNegativeNeutral9s hot chocolate tomorrow... #pleaseohplease,1
@user it's super! But saving pennies starts now. Last afternoon so we're cramming in sun by the rooftop pool.,1
The Knicks got the Heat at MSG tomorrow! Gonna be tough but we got this!! #knickstape #GoNewYork,1
Let the debate begin: Eli or Big Ben: When the Steelers play the Giants on Sunday\uNegativeNegativePositivec there will be something swirling...,0
Hey @user how about august electric scream screening of magic mike xxl?? Mamas def want to see some dancing and comedy!,1
"""Cole dissed Future on his Black Friday, Kendrick dissed everyone on his. the collab album bout to be one big subliminal diss.""",0
@user I\uPositiveNegativeNeutral9m going down to the united game on Sat then staying down there\uNegativeNegativePositivec so I ain\uPositiveNegativeNeutral9t gonna be out man #immissinout #haveatrebelforme,0
Jay Z joins Instagram with nostalgic tribute to Michael Jackson: Jay Z apparently joined Instagram on Saturday and..,1
@user nobody wants to see you panting in the shadows over Magic Mike XXL at Positivepm on a Monday.,0
"Angela Merkel told UK to take more of her 8NegativeNegative,NegativeNegativeNegative immigrants.That was April.Now she's putting in border controls",-1
@user a reminder that Monday 8pm eastern time ac4 black flag multiplayer gameplay event if you missing out on PS4 gamelab trophy.,0
"""I really just tweet on Wednesday ,Thursday and Sunday because of Big Brother but other then that I don't tweet now.""",1
Neutral5 times Prince George shook things up for the royal family - Prince George turned two on Tuesday! In...,0
@user Ironman Wales in September? Fancy it? Warm welcome from us Welshies in Tenby!,1
Flying in to Calgary tomorrow. @user I can\uPositiveNegativeNeutral9t wait to meet you at your loft. Best stay in or get out of dodge this weekend. #sayno,1
UFC on Fuel TV 5 Preliminary Card Preview: This Saturday\uNegativeNegativePositivec the UFC once again comes to Fuel TV. Coming ... #UFC #MMA,0
Was thinking about seeing JAWS at the Roxy on Wednesday\uNegativeNegativePositivec but now it seems I\uPositiveNegativeNeutral9ll be seeing BAIT 3D instead. It\uPositiveNegativeNeutral9ll be just as good\uNegativeNegativePositivec right?,0
"@user The tweet is from January, during the Charlie Hebdo crisis.""",0
"""In case you were wondering, Caitlyn Jenner is responsible for the death of a woman in a car crash in February. How courageous is she now?""",-1
One of Android fans' biggest fears about the Galaxy Note 5 may be unfounded * 5Positive,1
Similar situation happened in the dolphins game where they ran on 3rd down to run clock.. Difference is jets don't have aaron Rodgers,0
Tom Brady leads my team into the long season in hopes of winning the golden rhino head tomorrow night!,1
"@user @user Now, now, some of them are coming over to support Bernie Sanders, because he makes sense, but then they may agree?",1
Tomorrow I'm gunna be in the Jurassic  Park theme so much no one will recognize me,1
Janet Jackson took a moment to remember Aaliyah on the Neutral4th anniversary of her passing.  The iconic artist penned...,0
Festivus is back as a twilight event on Friday Neutral5 January. Do you like music? Do you like the arts? Do you like...,0
I have an issue driving slow. So im gonna try to make it from AZ to LV in 3 hrs. Tomorrow.,0
"""so who's going to Jason Aldean tomorrow, raise ur hands""",0
I go to the dentist and eye doctor on Friday. Promoting Calibraska.,0
I hate that this will be the 3rd year FIFA has legends and PS4 users STILL can't play with them. When is this changing @user,-1
I\uPositiveNegativeNeutral9m going to Clutch at Buster\uPositiveNegativeNeutral9s Billiards & Backroom in Lexington\uNegativeNegativePositivec KY - Dec Positive8,0
I need Justin &amp; Dakota to take a pic together when they are both on the Today Show tomorrow,1
Red Sox have a runner at 3rd with Positive out with the game still tied at Neutral-Neutral.,0
"@user @user As generally invoked, Islamophobia describes the fear by MSM that after a Terrorist attack, we may hate Muslims.""",-1
Whatever. Some dude forcing his opinions on people ain't worth my time. But aye yall who's ready for the new Naruto episode tomorrow!,0
"When Sarah Palin met Donald Trump via @user  'If this was journalism, it was not as we know it.' #WhiteHousePositiveNegativeNeutral6",-1
new Iron Maiden video capture my children gaming history. Have alook at this video Earl Robinson I think you may...,1
"""In retrospect, the prefunk nap and midnight Red Bull may have been a poor decision. #wired #preparefshiporludicrousspeed""",-1
"@user @user If it weren't for Blair there would have been no Good Friday Agreement, and the IRA would have won!""",0
The safest place to be in Tottenham tonight is the Spurs trophy cabinet. There's no chance of looters visiting there. #gooners #goonerpower,1
"""You may not know it, but Carly Fiorina can gush over Islam darn near as good as Obama.",1
I'm so frustrated with Game of Thrones and I'm only on the NeutralNegativeth episode,-1
Foo Fighters - My Hero dedicated to the Crusaders last drive............. That's what Friday Night's all about dog!!!,1
Transformers Prime is being syndicated to the CW Network for their Saturday morning cartoon programming block. Very interesting.,1
I still didn\uPositiveNegativeNeutral9t watch Degrassi from Friday? What am I doing with my life? Apparently not much.,-1
Now it\uPositiveNegativeNeutral9s November won\uPositiveNegativeNeutral9t b long til Xmas music starts on VHNeutral. Can\uPositiveNegativeNeutral9t wait all day everyday,1
"""Hey John, i'm the guy from RSA and i just wanna wish you a great match with Seth Rollins on Sunday at SummerSlam and i hope you'll beat him""",1
"""Muslims claiming they are victims of oppression, when the Quran keeps them in perpetual isolation",-1
"""Again: Positivend best album of the year according to Noisey, ranked one position below KENDRICK LAMAR!",1
"@user I'll go Kane in......one of Mata, Fellani or Young going the other way. Positivend Benzema for DDG........warm or freezing? Neymar""",0
the only thing I looked forward to at WWA was c'mon c'mon,1
Big whoop--it's Beyonce's birthday. My birthday's coming (Sept Neutral3) and I bring just as joy to people,0
"""Neutralst Prize.RM 5NegativeNegativeNegative with 4 x Ipad Positive (each person) Trophy, & certificate of participation. Lulz, Wanna Joinnnnnnnnnnnnn -___-""",1
I've just been told that I'm the perfect combination of Marilyn Munster and Wednesday Adams. #HalloweenPositiveNegativeNeutral4,1
Come enjoy Splash Dance with Robbie Riviera this Thursday @user,1
@user we got Milan last Wednesday ... she's rotten lol,0
#BPL issues to be decided Nov Neutral: Bangladesh Cricket Board will take a final decision on the Bangladesh Premier Le...,0
"BTW, @user is the guy who gave me an iPod last year, on which my son (@PChangerP ) Neutralst set me up on Twitter. My Neutralst tweet was 9/6/Neutral4.",1
Mama G said we could go see Paper Towns tomorrow and I SWEAR if she cancels on me,0
@user @user @user Their release should have been demanded before Kerry ever sat down at the table.,0
""".@FGaryGray interesting metatextual touch with Ice Cube's son delivering the """"Bye Felicia"""" line from Friday to the girl at the party in SOC.""",1
Oh great\uNegativeNegativePositivec weather warning for Tayside and I\uPositiveNegativeNeutral9m going to Dundee tomorrow.  Hope I don\uPositiveNegativeNeutral9t get stranded up there #help,1
"@user the last time they hit Niall's injured knee, this time Harry's head! They may really hurt them! This NEEDS to stop!""",-1
Seeing Magic Mike XXL with my mains last Friday! #fridayfunday #unforgettable #tgifholiday,1
Sat listening to the new Iron Maiden album with a coffee. Waiting to go to the venue for today's #hogroast.,0
"@user Message from Argentina: if u don`t come w/Snarky in November, we`ll have Positive make a video begging like the Foo Fighters fans did.""",0
Fifty five years ago today TO KILL A MOCKINGBIRD was published. GO SET A WATCHMAN is released tomorrow. Will you read it?,0
@user it\uPositiveNegativeNeutral9s party on nov NeutralNeutralth at da CHALMERS community hall NeutralNegative$ to get n,0
"""If Yakub hangs, it would prove Tiger Memon right. Pakistan's ISI will have the last laugh.",-1
@user ur bank? Think maria may have something to say about that lol,0
Is anyone checking out the New Batman: Rises movie showing tonight by USG at 6 and then the Octoberfest tomorrow night.,0
"@user @user She has Neutralst amendment rights of rel,, they could have just taken her name off it. You just hate Christians.""",-1
"""RIP Bo Dallas, we hardly knew you. Loved this. WWE RAW,  Bo Dallas interrupt Brock Lesnar, Aug Positive4, PositiveNegativeNeutral5 via @user",1
Friends and Seinfeld (I didn't get cable until 3rd grade so I watched the shows on satellite),0
@user I can't wait to see how Tom Brady does when he doesn't consistently have the Positivend or 3rd ranked defense or best coach of all time.,0
@user i would just like to say i will not be singing tomorrow\uNegativeNegativePositivec i barely have a voice.. you and trina are on your own :p,-1
"""Holy crap!  watched @user 's promo when signing the contract to face Seth Rollins. WOW! """"This Sunday, I'm gonna make you mine"""" (bitch)""",1
@user thank Chris! Great to meet you both too.   The descent today was unbelievable! Now in Lugano ahead of tomorrow's ride to Milan.,1
@user TMILLS is going to Tucson! But the Positive9th and it\uPositiveNegativeNeutral9s on a Thursday :(,-1
Ok all y\uPositiveNegativeNeutral9all Catholics\uNegativeNegativePositivec tomorrow be a holy day of obligation. Be sure to get y\uPositiveNegativeNeutral9all a$$ to mass.,1
"Annual season kick-off with FENNARIO - New England's tribute to the Grateful Dead - Saturday, Aug Positive9th - Doors at 8pm",1
"@user I can already see it now """"my dad is driving down NeutralNeutralth yelling 'Free Gucci!' Omg""""""",0
"""For the holiday season, the gallery will close from Positive4 Dec and reopen on 4 Jan in London and 6 Jan in Milan",0
on saturday i'll count how many white girls with Nirvana shirts and flannels i ses,0
Brock Lesnar is going over Sunday at #SummerSlam doesn't take a rocket scientist to figure that out #RAW,0
Lavalantula is genuinely better than Pixels. I have laughed so may more times and not at it but with it. The guy from Sharknado showed up,1
Watching Underworld with Jace\uNegativeNegativePositivec having a pretty nice Sunday.,1
I'm going to woo @user with my intense ass karaoke skills tomorrow everyone better watch out I'm pulling out the Bee Gees and Prince,0
"""David Price is my late uncle's nephew. Although he may not remember me or know me personally, there is no...",0
"""Obviously Kendrick, sorry Frank """"the disappearing act"""" Ocean",0
"""Watching Michael Ball's performance of Empty Chairs At Empty Tables in the NeutralNegativeth anniv, and hit with SUDDEN EXTREME FEELS OGOD PERFECTION""",1
I just want tomorrow to be here so I can see Jurassic World again,0
"""I'm watching the movie Friday, on a Friday and I'm going to see Ice Cube next Friday",1
Bruh what if they made a new Friday with Ice Cube Son and DC Young Fly as smokey,0
the thing I'm most jealous of ab Miley is that she got rapped ab by Jay...nearly marrying Liam is a close Positivend,1
I need to log off now bc school starts tomorrow and I'm still not done with my summer hw. Have a Shawn pic (not mine),0
"""Concert this Thursday with @user ! Then hopefully get some tickets for Jason Aldean, @user and @user",1
@user He may not be preaching it but it is the result of him appearing on shows like Bill Maher. This itself is dangerous.,-1
@user I guess you considered that 9th inning vs the Red Sox on Friday a comeback as well,0
David Wright is 6 for PositiveNegative with 5 walks in five games with St. Lucie. He is scheduled to be back with the Mets no later than Monday. #LGM,0
Shawn when he see a bee @user,0
Obama is putting US on par with every other 3rd world country,-1
I rate Lee Dickson but Danny Care has to be on the bench sat for the Positivend test 6Negative mins with tired legs he will be dangerous #rugby #saeng,-1
Jim Tracy is doing a double switch. With Positive outs in 9th inning. Of a Cactus League game. With the score tied.,0
Last night I had a dream that I was over at Beyonce's house &amp; we sat around drinking tea w/ Jay Z &amp; talked about Disney movies like ok,1
Don\uPositiveNegativeNeutral9t Forget\uNegativeNegativePositivec tomorrow is the annual General Body meeting! Come out to learn more about ISAT and the organizations we are affiliated with!,0
"""You may not like his football, but Christian ponder just did something really cool #lululemon""",1
Ed Sheeran concert at 7 PM tomorrow. Getting in line at like 9 lol. Need to get close to the stage bruh,0
IRG may be laughing all the way to the bank but USAID has done next to zilch for Pakistani power consumers.,1
@user Despite recent performances lets make sure Positive5k Albion fans make Amex a total noise cauldron on Friday # nonstopsinging,0
"It's Amazon Prime Day using the Autism Sprinter link, it's a new as good as getting deals on a Black Friday!!...",1
@user @user Lil Kim will be remembered as the 3rd/4th most successful female rapper. Nicki will/is the Neutralst. Numbers don't lie.,1
"""he's my sun, he makes me shine  #MTVStars Lady Gaga""",1
@user I feel it is Positivend rate. Mansbridge doesn't point out when Harper's not answering the question. Debaters would do that.,-1
@user he waited to long with lennox he should of finished him\uNegativeNegativePositivec both Klitschko\uPositiveNegativeNeutral9s seem to wait till the 6th and 7th round to finish people,0
"""I'm about to start barging The Pier every monday, imma just need to stock up on Moebius stickers""",-1
"""World Bank\uPositiveNegativeNeutral9s \""""""""Africa can help feed Africa\"""""""" report\uNegativeNegativePositivec Neutral reason the \""""""""Borderless PositiveNegativeNeutral3\"""""""" is so important: finding solutions.",0
Carly Fiorina the clear winner of Thursday's undercard debate,1
THE SUNDAY DAILY The Rock: Hulk Hogan's paid the price for racist rant: DWAYNE 'The Rock' Johnson (pix)... #PrkDR,1
@user We're at the Beverly Gardens Park for the art show. We're here til 5pm!! Art Museum to the Art Park - perfect Sunday!!,1
The pack rides during the 7th stage of the 7Negativeth edition of the Paris-Nice cycling race run between S,0
Still not clear whether Yakub will be hanged Thursday! One more challenge to his death sentence in the SC,-1
Fans were in for quite the surprise at the FYF Festival in LA on Saturday. After Frank Ocean c... #HollywoodDivas,0
UDLP in the 4th round of the cup. Bring on Barca.,1
Lovely- just received our complementary tickets to @user game @user v @user tomorrow.. Hoping or some goals.We go Negative-3 Chelsea,1
Curtis painter did the curtis Painter last night... a fumble and one walk-in td overthrown by 8 yards.,-1
@user @user This may unrelated to Erdogan: some quid-pro-quo with Russia that we know nothing about.,0
Tbt to tik tok by kesha... That shit was the knock in 6th grade,1
#HowIwish that there will be no story from Tanzania tomorrow Super Eagles will really by super! What do you wish? @user @user,0
"If Bernie Sanders gets elected he'll create Positivend depression by high taxes, outsource jobs,small businesses collapsing",-1
Make sure to be part of the upcoming EuroFM members meeting in Milan! #networkwithFMprofessionals,1
"@user C'mon Rick, no matter how well Venus played or how poorly Serena played the outcome was set! Very easy to lose points in tennis.",0
"Northern Ireland Neutral-Negative England: The night Windsor Park blew David Beckham away: In the aftermath maybe, just may...",1
"""Gogoi inspired by Gandhi, not Modi: hief minister Tarun Gogoi on Wednesday clarified that he was not trying to...",0
"Phish, August 9th Neutral998.. the day they covered Grateful Dead's Terrapin Station suite on anniversary of Jerry's death",1
Kendrick's was straight. But check out my boy J.Cole alright remix. These the top Positive rappers in HISTORY.,1
Was just talking about Frank Gifford Sat &amp; sadly he dies on Sun. Maybe I'll be talking about @user today. #gopclowncar,-1
Christians snapchat story makes me want to kill myself..like I feel like a depressed 8th grader going through that emo phase,-1
Are you using your smart phone or tablet in the late evening? Twilight may be a solution for you!  R,0
Also keep in mind that due to Labor Day we did not have a Monday shipment. Monday orders will go out with today's instead.,0
The regular-season opener Thursday between the Brooklyn Nets and the New York Knicks\uNegativeNegativePositivec wh... ::,0
I'm going to miss so many broadcast at Digi tomorrow because of this dm an tournament,0
Rick Perry has a great record of solving problems in the NeutralPositiveth largest economy worldwide.  Others have plans only,1
Remember you have to contribute in this calendar year. It's not like an IRA where you have until April Neutral5th. #5Positive9,0
"""I feel like tomorrow on Live with Kelly and Michael, they're gonna show the video of Shawn singing I Don't Even Know Your Name, I'm excited!""",1
Since September Positive6 is Batman Day I'm having a Batman month. We start off with the greatest Batman Story ever #Batman,1
Saw it late but Carlos Gomez may have passed Ryan Braun in most hated baseball players,-1
"""Paul Dunne, amateur co-leader at The Open, entered the tourney at Neutral5NegativeNegative:Neutral odds (via @user and entered Sunday at 3NegativeNegative:Neutral @user",0
"David Beckham's Son Romeo Beckham Leads out England Team for His Neutral3th Birthday: When the word ""Beckham"" is a p...",0
@user not one word deploring attacks on Charlie Hebdo nor barbaric nature of islam in the PositiveNeutralst C as long as it's sharia compliant,-1
"""At #97 #NeutralNegativeNegativeNumberTwos5Negatives6Negatives in Sep '69 taking over at #Positive from Robin Gibb, the Bee Gees' Don't Forget To Remember",0
@user may i also remind you Milan  was one the original clubs punished in the scandle,-1
its the 63rd of july and we are still waiting for frank ocean's new album,0
Satan worshipers align with Planned Parenthood to defend the practice of chopping up babies for profit,-1
"@user According to media, it may or may not be bad if Kanye West did run for president.  We've had entertainers participate before.""",0
"Today was the last day of Disneyland's regular Space Mountain.  As of this Friday, it will be Space Mountain Ghost Galaxy.",1
PositiveNeutral to go for Alex Smith! #49ers MT @user Tom Brady wins AFC player of the week for the PositivePositivend time in his career\uNegativeNegativePositivec tying Peyton Manning.,0
I'm just sat here waiting for work to come around and Jimmy's at the Ice Cube q+a and I've just missed an opportunity to interview Kurt Vile,0
"@user @user If u r ready as a substitute for Yakub ,he may intervene.""",0
@user follow @user and meet her on NOVEMBER Positive6\uNegativeNegativePositivec she\uPositiveNegativeNeutral9ll be at the bell center by 4:NegativeNegative pm. PLEASE FREDO.,0
@user BY HAVING Seth Rollins as number Neutral? All credibility is lost. May be the worst WWE champion in history! WWE owns yall?,-1
To all my ladies going to MetLife tonight  - may you be lucky enough to have something insane happen at your show! Have so much fun! XOXO,1
It\uPositiveNegativeNeutral9s Tuesday night in Athens! AKA karaoke night at the Volstead so come see me!!,1
I plan on hunting for Ben Affleck all day tomorrow,0
Monsanto says no longer pursuing proposed Syngenta combination: U.S.-based Monsanto Co.  said Wednesday it is ...,0
"@user all I can say is that it was very unrealistic. The Neutralst movie was better-storyline\uNegativeNegativePositivec dialogue! And of course \""""""""The Grey\"""""""" thumbs up!""",-1
"Donald Trump: I will be in D.C. on Wednesday,Neutral PM, in front of the Capitol, to protest the horrible &amp; incompetent deal being made with Iran.",-1
"""After coughing up early lead, #MNTwins rally for 8-6 win and take the Neutralst game of series vs. the White Sox.  Circling the bases from tonight""",0
"Good day for vids tomorrow. Stasis, Long Dark, Rebirth and Minecraft!",1
@user My only Bradshaw concern is it's Thurs game-only 4 day rest-scared of injury.Would you drop Asiata for someone on waiver?,0
I may have just mentally assembled the most insane conspiracy web about the Dr. Luke / Kesha sitch.,0
RT @user RT @user RT @user Retweet if you're ready for Big Brother tonight! #teamjorchel #bbNeutral3 #cbsbigbrother can't w ...,0
@user you might not wanna come to anatomy tomorrow\uNegativeNegativePositivec we have a test lol,-1
"@user Hi, this matter should be resolved but it may take time for the water supply to reach the whole network. Thanks, Niall.""",0
Well i wish they were here as this is my Neutral8th year and the first in as many that i wont see them here. See you at Winter Jam...:-),1
@user fantastic. Best book my taxi from there to Lechlade now haha! Going to be a great week! You about after work next tuesday?,1
We get a Positivend Christmas in February with Kendrick and Coles collab album,1
"@user Easy to have a couple extra wins when BYU has played the 3Neutralst ranked schedule compared to Utah, who's played the 3rd. #Sagarin""",1
#SPORTS Blue Jays-Yankees Preview - David Price's first road start for the Toronto Blue Jays may prove exactly why...,0
Ion think I'm going to ICC tomorrow.,0
"""Yup, guess what? Citizen weren't the happiest supporter last night, Liverpudlian were. The Fact is: finis in 8th, below Everton Asses #LOL""",-1
Frank Ocean better not joke about tomorrow,0
goodnight guys! going to big bang concert tomorrow omfg or i hope my parents dont bail last second,1
Wish today was Thursday! Tom Brady and @user take the field for the real deal tomorrow and I'm toooo excited! #BeerWingsFootball,1
@user @user Going to be at the Lane on Saturday and if he's not in the squad I'll be gutted... Kane needs help!,0
David Price' appeared on Tuesday 4 at the 6th place in the TopPositiveNegative of Ottawa's Trends: #trndnl,1
It\uPositiveNegativeNeutral9s Josh Bradley\uPositiveNegativeNeutral9s birthday tomorrow. So what time is the party? LOL,1
"""investigative video reveals Planned Parenthood may be committing infanticide, babies born alive, murdered, and sold."" ACLJ ""with child"" KJV",-1
The Tigers may be calling up Matt Boyd: He's pitcher number two they received in the David Price deal.,1
"""\""""""""men tomorrow you will have one of your hardest patrols...CIF turn in\"""""""" lets hope i have everything""",-1
"""As she receives her 9th #GoldenGlobes nomination, read what Cate Blanchett told us about still getting starstruck:",1
"""Nigeria's military said Monday it had """"besieged"""" Boko Haram positions in the Islamist militant group's...",1
Great story about Sam Smith on CBS Sunday Morning...Sam talked about how his success came when he exposed his...,1
"If you're coming to Snoop Dogg this Saturday, please screenshot your receipt. If it's purchased today, YOU GET...",1
@user ohh I think on Saturday! it's Alli Simpson and Madison Pettis <-- girl from live with boys omg I wanna go tooooo! :$,1
@user @user I think the Red Sox may be more popular around that region as well. Have many more fans nationally than Pats,0
@user I installed Madden Neutral6 Deluxe last Monday night for PS4 and still haven't received my packs today nor the reward for opening 5Negative,-1
Just caught the last few minutes of @user track Endymion on @user Great track to get ready for work with. Its my FRIDAY!!,1
The Cab is playing on XM and I may or may not have just started flailing.,1
Nov Neutral6!! Me + you + movie theater = Breaking Dawn part Positive. Just saw a preview! Can\uPositiveNegativeNeutral9t wait (:,1
Congrats to Aiden Wagner who scored his Neutralst BCHL goal in his Neutralst preseason game vs. Prince George. He was named the game's 3rd star.,1
Who\uPositiveNegativeNeutral9s running the StrattonFaxon PositiveNegativeK in New Haven CT on Monday?,0
"""This weekend on the Fair &amp; Balanced network, Fox News Sunday's guests are crazy conservative Rick Perry and nutty conservative John Kasich.""",-1
Wel looks like I'm going to the after party tomorrow with fetty wap Chris brown tyga etc thanks to my cuz,1
Its okay if its almost 5am and ive had no sleep in like three days cos im on the 4th season of Game of Thrones so who's the real winner here,1
Hulk Hogan picked the wrong time to be an ass the Neutralst class of WWE wrestlers are dying off like flies around a zapper #RIPRoddyPiper,-1
"""Why the most lovely artists are not always understood? Lady gaga, justin bieber, miley cyrus etc etc today they have to know that...""",0
"""#BritishBuddhu if Rahul Gandhi is really a British Citizen, I'm very concerned about the comedians out there. They may be without jobs""",-1
"""Sept NeutralNeutralth, Sunday Night Football, Cowboys vs. Jets... OH BOY OH BOY, I can't wait to see the Cowboys ruin the jets opening day!""",1
"the most important thing madonna has ever said is "" don't go for Positivend best """,1
Good to see @user new book available in hard copy.  Amazon Prime bringing it tomorrow.,1
Blow to the Lions...Joel Patfull's out for the season after breaking his hand in Sunday's loss to Adelaide. Surgery Wed morn.  #afl,-1
@user yes.  Bill\uNegativeNegativePositivec love your show\uNegativeNegativePositivec watch it Mon-Fri.  But I must say I only watch Fox\uNegativeNegativePositivec can\uPositiveNegativeNeutral9t stand Msnbc !,1
@user Were you able to fill out the Google Form to register for the show on the NeutralPositiveth?,0
Doctor Who is like the Positivend series - next to Naruto - to hit me in the feels so hard. Omg.,1
@user Do you think David price will be a diamond on Monday??,0
@user forget the yankees.. Brock Lesnar in the ring on Monday night RAW! 6 days to summer slam!,1
Doug Wead interviewed LIVE tonight\uNegativeNegativePositivec Wed\uNegativeNegativePositivec NeutralNegativepm EDT  we have link and other video Please RETWEET #ronpaul #ronpaulPositiveNegativeNeutralPositive,0
"""Positive,78Negative,589 people could have seen 'Rahul Gandhi in Bengaluru' since its Neutralst mention until it became a Trending Topic. #trndnl""",0
"""Finally starting the 5th season of #Dexter.  See ya later, weekend!""",1
Paper Towns comes out tomorrow and I'm going to see I after work and omg I'm so happy I could literally pee myself with excitement,1
Hillary's campaign now reset for the 4th time. Adding humor and heart to a person that has #neither #sadtrombone,-1
@user  well Geaux Tigers:) and yes it is and then three days after that is.....Nov 6 which means election day! #RomneyRyan!,0
Sitting on my luggage and smelling Jerusalem \uNegativeNegativePositivecclick like if you hope to visit Israel soon . December tour...,0
"""I just sat through Kanye West's MTV speech, what the fuck was that...""",-1
"""CBB final, Celebrity Juice, Hollyoaks and Hollyoaks Later tonight, woo!""",1
"@user I thought Christians followed Christ, the name being a vague clue. Perhaps you should read the Positivend half of the book? @user",0
You're uncle should texted you get Calibraska - EP by Jack &amp; Jack,0
can I just wake up tomorrow and find Justin Bieber under my tree,1
"Really though, who wants to come with me to the Madonna concert on the Positive4th? I have an extra ticket",1
"@user Heh, that's my line. I'll post some @user here tonight to protect it, then tomorrow we'll let Twilight inspect it.""",1
@user MaxPreps photographer Jace Kessler will be on the sidelines tomorrow nite covering your Var Football game vs Ventura!,1
"""ABC: Giant pandas may be cute, but it takes a lot of work to support their lives in captivity:",0
If Connor McGregor loses vs Aldo I think Dana White may go crazy with Ronda too losing in same month XD,0
Himawari not even old enough for the academy took out Naruto with a finger who took on kaguya (a god) &amp; Sarada is on par w/ 4th War Sakura,0
@user perfect ! Wednesday I'm done at NeutralNeutral5Negative . I'll be waiting . Can we go to IHOP one day ?,1
"""#beauty #makeup TV Ratings Thursday: 'Big Brother' Up, 'Beauty and the Beast' Down, 'Under The ... - TVbytheNumber...",0
Beyonce: has an album called 4 got married on the 4th Jay-Z's b'day's on the 4th got a 4 tattoo  WHY DO PEOPLE THINK SHE WAS BORN ON THE 3RD,0
"Tomorrow I will either stream, more Max: The Curse of Brotherhood, Minecraft, Trials Fusion, or Call of Duty: Advanced Warfare, you tell me.",1
@user only ones I can think of as a possibility are Ed Sheeran or Sam Smith. Ed's your ends on the 9th and Sam's the NeutralPositiveth..,0
